timestamp,pool_address,pool_name,virtual_price,volume_24h,apy,total_supply,eth_balance,reth_balance,source,pool_type,priority
2024-07-20 15:31:37.067772,0xF9440930043eb3997fc70e1339dBb11F341de7A8,reth,1.0596046323034765,0.0,0,187.20042717598915,102.92678033009389,86.1916210331473,self_built,eth_pool,3
2024-07-20 21:31:37.067768,0xF9440930043eb3997fc70e1339dBb11F341de7A8,reth,1.098539841136934,0.0,0,189.37897730715338,103.29874797694974,85.79736162033241,self_built,eth_pool,3
2024-07-21 03:31:37.067764,0xF9440930043eb3997fc70e1339dBb11F341de7A8,reth,1.0557222842993967,0.0,0,189.45448855571115,99.78023350688068,90.038120785723,self_built,eth_pool,3
2024-07-21 09:31:37.067760,0xF9440930043eb3997fc70e1339dBb11F341de7A8,reth,1.1110606452935239,0.0,0,187.42175651569679,101.65432720325855,89.50170387697439,self_built,eth_pool,3
2024-07-21 15:31:37.067755,0xF9440930043eb3997fc70e1339dBb11F341de7A8,reth,1.0349411363739383,0.0,0,187.71766867628534,96.99085947202077,88.13565822208379,self_built,eth_pool,3
2024-07-21 21:31:37.067751,0xF9440930043eb3997fc70e1339dBb11F341de7A8,reth,1.0541276702364086,0.0,0,185.98899453372977,97.6974147635156,86.56705325520996,self_built,eth_pool,3
2024-07-22 03:31:37.067747,0xF9440930043eb3997fc70e1339dBb11F341de7A8,reth,1.1094682195474215,0.0,0,188.73664327720292,99.72021041140356,88.52793900529576,self_built,eth_pool,3
2024-07-22 09:31:37.067743,0xF9440930043eb3997fc70e1339dBb11F341de7A8,reth,1.0382692324606881,0.0,0,187.50612919618442,99.78803238828714,88.78592587955718,self_built,eth_pool,3
2024-07-22 15:31:37.067738,0xF9440930043eb3997fc70e1339dBb11F341de7A8,reth,1.0698783415496786,0.0,0,185.54258545029938,101.60018765391543,90.88034008254176,self_built,eth_pool,3
2024-07-22 21:31:37.067734,0xF9440930043eb3997fc70e1339dBb11F341de7A8,reth,1.071077568865588,0.0,0,187.1670758533178,100.02564630161243,87.60019661265261,self_built,eth_pool,3
2024-07-23 03:31:37.067729,0xF9440930043eb3997fc70e1339dBb11F341de7A8,reth,1.0842730512446836,0.0,0,187.26028497817794,98.5914180059316,90.11668759673363,self_built,eth_pool,3
2024-07-23 09:31:37.067725,0xF9440930043eb3997fc70e1339dBb11F341de7A8,reth,1.0621258282651305,0.0,0,190.44606006143542,99.20758875379136,87.21199966246711,self_built,eth_pool,3
2024-07-23 15:31:37.067721,0xF9440930043eb3997fc70e1339dBb11F341de7A8,reth,1.026857286709018,0.0,0,188.35787952067227,98.73758005849822,86.88827076237595,self_built,eth_pool,3
2024-07-23 21:31:37.067717,0xF9440930043eb3997fc70e1339dBb11F341de7A8,reth,1.0566843166461637,0.0,0,185.3561097910476,97.19024720764426,89.43296879380152,self_built,eth_pool,3
2024-07-24 03:31:37.067713,0xF9440930043eb3997fc70e1339dBb11F341de7A8,reth,1.0708803286682635,0.0,0,183.31451030609063,100.40004585039974,89.26583418961633,self_built,eth_pool,3
2024-07-24 09:31:37.067708,0xF9440930043eb3997fc70e1339dBb11F341de7A8,reth,1.0888682175464184,0.0,0,186.50103779479878,102.24570415318395,91.80688944652827,self_built,eth_pool,3
2024-07-24 15:31:37.067697,0xF9440930043eb3997fc70e1339dBb11F341de7A8,reth,1.0739543697374414,0.0,0,186.11974952879729,102.3851087661845,89.3792804677231,self_built,eth_pool,3
2024-07-24 21:31:37.067693,0xF9440930043eb3997fc70e1339dBb11F341de7A8,reth,1.0881955024068577,0.0,0,186.51344353835927,100.06544918532443,87.65558047091162,self_built,eth_pool,3
2024-07-25 03:31:37.067689,0xF9440930043eb3997fc70e1339dBb11F341de7A8,reth,1.0248491862473983,0.0,0,184.29054242913801,101.07116028144237,90.03416074235092,self_built,eth_pool,3
2024-07-25 09:31:37.067685,0xF9440930043eb3997fc70e1339dBb11F341de7A8,reth,1.093009633151775,0.0,0,185.0906347885077,99.37058312148892,90.43645450158377,self_built,eth_pool,3
2024-07-25 15:31:37.067681,0xF9440930043eb3997fc70e1339dBb11F341de7A8,reth,1.0785099800821107,0.0,0,182.33630725669644,102.59707110377842,86.63740230644791,self_built,eth_pool,3
2024-07-25 21:31:37.067676,0xF9440930043eb3997fc70e1339dBb11F341de7A8,reth,1.0362365322479605,0.0,0,189.3465188949111,102.5691965135791,87.53592048206319,self_built,eth_pool,3
