timestamp,pool_address,pool_name,virtual_price,volume_24h,apy,total_supply,frax_balance,3crv_balance,source,pool_type,priority
2024-07-20 15:31:08.517215,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.0245188246278207,0.0,0,842498.0366519826,537041.1874480833,314182.0245216778,self_built,metapool,2
2024-07-20 21:31:08.517212,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.001452503200305,0.0,0,834740.916498593,540166.9867166554,311677.85834170645,self_built,metapool,2
2024-07-21 03:31:08.517208,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,0.9910478932016138,0.0,0,847011.8340112667,531729.8886661712,308759.0346546647,self_built,metapool,2
2024-07-21 09:31:08.517204,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,0.9952179496160332,0.0,0,852682.7668643951,534941.3061164486,311466.24619758636,self_built,metapool,2
2024-07-21 15:31:08.517201,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.0129686945334326,0.0,0,845552.1233570009,551053.7998003777,313900.2196756115,self_built,metapool,2
2024-07-21 21:31:08.517197,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.0228839916752162,0.0,0,835775.5347814538,539638.2927397416,311101.2249113746,self_built,metapool,2
2024-07-22 03:31:08.517194,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.0384233161694592,0.0,0,835847.9901241257,527558.1771791041,313825.05772379605,self_built,metapool,2
2024-07-22 09:31:08.517190,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.004694757647021,0.0,0,847653.3520187723,540977.3705870279,318742.22994159197,self_built,metapool,2
2024-07-22 15:31:08.517186,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.0194106291598362,0.0,0,845885.6637697755,548565.1826201872,319298.9183836972,self_built,metapool,2
2024-07-22 21:31:08.517183,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.004596037920045,0.0,0,841358.4712340103,532006.5070611036,311881.40099676215,self_built,metapool,2
2024-07-23 03:31:08.517179,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.0294082130274786,0.0,0,847840.4121113629,542533.3078049902,316602.09027953923,self_built,metapool,2
2024-07-23 09:31:08.517176,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.0316220091865376,0.0,0,833363.4754524387,546853.9386076466,312078.1276660563,self_built,metapool,2
2024-07-23 15:31:08.517172,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.0259712636004177,0.0,0,848233.8302520583,521163.4426677003,320800.282146213,self_built,metapool,2
2024-07-23 21:31:08.517169,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.0210698634220716,0.0,0,843592.1401966639,520266.22090649756,310951.2701491947,self_built,metapool,2
2024-07-24 03:31:08.517165,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,0.9941313543599735,0.0,0,863311.836734896,547220.8918365384,300371.76592064823,self_built,metapool,2
2024-07-24 09:31:08.517162,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,0.9934742511840164,0.0,0,833188.1266506175,550176.2097227973,312908.63683670934,self_built,metapool,2
2024-07-24 15:31:08.517157,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.0098256464244078,0.0,0,849487.5340389691,515141.15416200995,310106.80521274,self_built,metapool,2
2024-07-24 21:31:08.517153,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.0067983780279428,0.0,0,835031.5813882714,549104.7776482138,312595.3979878322,self_built,metapool,2
2024-07-25 03:31:08.517150,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.0266170199450515,0.0,0,850074.487684998,534343.4101964916,313775.03857355367,self_built,metapool,2
2024-07-25 09:31:08.517146,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.0075787826861722,0.0,0,829526.6940848987,530841.0190283924,316535.1197567013,self_built,metapool,2
2024-07-25 15:31:08.517143,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.0192985667153354,0.0,0,835400.9563154388,513563.67518496385,309830.79259316885,self_built,metapool,2
2024-07-25 21:31:08.517140,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.0114275171107483,0.0,0,866619.1327998346,544403.7133708023,317172.12913897773,self_built,metapool,2
2024-07-26 03:31:08.517136,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,0.9962665505417458,0.0,0,840051.3448065799,536088.1301358056,309416.74064430775,self_built,metapool,2
2024-07-26 09:31:08.517133,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.037516566221033,0.0,0,861641.7760759752,552941.2296895513,316701.5944556936,self_built,metapool,2
2024-07-26 15:31:08.517129,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.0128337407700758,0.0,0,838341.1499606023,530190.9000383803,308747.1039977178,self_built,metapool,2
2024-07-26 21:31:08.517126,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.0020485116657534,0.0,0,840162.4552559127,538028.6136500835,316898.7925048356,self_built,metapool,2
2024-07-27 03:31:08.517122,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,0.9944562464598397,0.0,0,855110.4258262165,529920.5122207545,303937.3822530808,self_built,metapool,2
2024-07-27 09:31:08.517119,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,0.9928824772747816,0.0,0,837422.0815018072,531557.7979573936,306942.05918694363,self_built,metapool,2
2024-07-27 15:31:08.517115,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.0583835335339484,0.0,0,847346.9519670631,554140.2760786462,316489.1541520029,self_built,metapool,2
2024-07-27 21:31:08.517112,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,0.9880300758753097,0.0,0,856761.2752744774,546046.2429679497,313235.9329618074,self_built,metapool,2
2024-07-28 03:31:08.517109,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,0.9969239945304723,0.0,0,843727.7470318131,537538.9511531316,307025.01987846824,self_built,metapool,2
2024-07-28 09:31:08.517105,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.036715732954922,0.0,0,838574.5102908546,546923.1115762234,307560.53013330756,self_built,metapool,2
2024-07-28 15:31:08.517102,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.0091048233810744,0.0,0,863802.6706684348,541062.8084979295,317384.0452803207,self_built,metapool,2
2024-07-28 21:31:08.517098,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.0156519831179356,0.0,0,843842.5918106518,546555.2915436204,303666.2009331478,self_built,metapool,2
2024-07-29 03:31:08.517095,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.0017875934028866,0.0,0,854000.5212918596,535771.3468938677,303795.93180806015,self_built,metapool,2
2024-07-29 09:31:08.517092,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.0273200945093457,0.0,0,860771.5831928676,543917.9778716052,317675.3910230592,self_built,metapool,2
2024-07-29 15:31:08.517088,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.0443741958676898,0.0,0,849608.7916259225,553145.057009814,305254.8056202364,self_built,metapool,2
2024-07-29 21:31:08.517085,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.0242064643340563,0.0,0,848314.2827587104,539954.9455847037,308282.85464936466,self_built,metapool,2
2024-07-30 03:31:08.517081,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.0248190176244958,0.0,0,856868.052201516,543477.9560566251,334087.8141516662,self_built,metapool,2
2024-07-30 09:31:08.517078,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.0347023627399214,0.0,0,843595.5294018994,552830.3936279841,320400.8004784485,self_built,metapool,2
2024-07-30 15:31:08.517074,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,0.9945875818936476,0.0,0,840908.6700435834,553191.7349127968,315109.4910831538,self_built,metapool,2
2024-07-30 21:31:08.517071,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,0.9821436075395131,0.0,0,836314.3164089875,530396.8222478827,317129.58751446015,self_built,metapool,2
2024-07-31 03:31:08.517068,0xd632f22692FaC7611d2AA1C0D552930D43CAEd3B,frax,1.0431950329789608,0.0,0,831156.8709129108,520679.5397858275,313552.1194307123,self_built,metapool,2
