timestamp,pool_address,pool_name,virtual_price,volume_24h,apy,total_supply,eurs_balance,seur_balance,source,pool_type,priority
2024-07-20 15:32:20.856140,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.0203847045608856,0.0,0,737846.5338573148,33861.191790401506,751707.1785238803,self_built,international,4
2024-07-20 21:32:20.856136,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.0089315649319976,0.0,0,745105.488260445,33092.90197285876,756838.3985504725,self_built,international,4
2024-07-21 03:32:20.856132,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,0.9872596821515081,0.0,0,743956.192850368,33043.93086199928,735064.870903947,self_built,international,4
2024-07-21 09:32:20.856129,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,0.9991681915777999,0.0,0,748597.3708419992,34080.69448416612,717184.9796583763,self_built,international,4
2024-07-21 15:32:20.856125,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.0344061902708597,0.0,0,740908.0678828154,33146.45410561326,675773.0724635425,self_built,international,4
2024-07-21 21:32:20.856122,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.014669671917163,0.0,0,739431.9407847574,33761.662666853095,723273.9912691822,self_built,international,4
2024-07-22 03:32:20.856118,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.0101632723290932,0.0,0,750974.2767546102,34321.690886677636,729200.9315463434,self_built,international,4
2024-07-22 09:32:20.856115,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.014663464866381,0.0,0,738322.2363196897,33849.50600971833,730875.3805012376,self_built,international,4
2024-07-22 15:32:20.856111,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,0.9795811534418681,0.0,0,748263.7712956978,34971.9162059314,726234.84785342,self_built,international,4
2024-07-22 21:32:20.856108,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,0.9944711325333989,0.0,0,727226.1126813149,33587.113232938915,737048.9633335919,self_built,international,4
2024-07-23 03:32:20.856104,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.0174694658420307,0.0,0,728087.9337663291,33566.65263275765,735365.6247469762,self_built,international,4
2024-07-23 09:32:20.856100,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.006008970740784,0.0,0,733708.7054602607,32805.49372095103,729610.9388491246,self_built,international,4
2024-07-23 15:32:20.856097,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.0010388148515659,0.0,0,744810.3693243162,34532.709270780564,732082.0954864472,self_built,international,4
2024-07-23 21:32:20.856093,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,0.9832993580873489,0.0,0,753278.9543730806,33038.39909483347,718869.923277701,self_built,international,4
2024-07-24 03:32:20.856090,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.0016197865504104,0.0,0,749142.8208349773,33317.63564301665,741701.7022042844,self_built,international,4
2024-07-24 09:32:20.856086,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.025892094122424,0.0,0,748939.2785029577,33318.079706935736,758896.8608117254,self_built,international,4
2024-07-24 15:32:20.856081,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,0.9766528124678167,0.0,0,759231.5800260599,32609.01121810134,732310.0407741287,self_built,international,4
2024-07-24 21:32:20.856077,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.022961303790014,0.0,0,748748.7016597551,33271.767109426895,730911.5094929682,self_built,international,4
2024-07-25 03:32:20.856074,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.0454293331614573,0.0,0,739925.7929675252,33233.40059567355,742392.2481168694,self_built,international,4
2024-07-25 09:32:20.856070,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,0.9990627484308953,0.0,0,741927.2999785733,33211.13288638209,729510.6147284447,self_built,international,4
2024-07-25 15:32:20.856066,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.0532423929793178,0.0,0,753688.6423672133,34025.97216214987,727878.9051548351,self_built,international,4
2024-07-25 21:32:20.856062,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.0352863591000225,0.0,0,742494.802485414,34224.01514405295,742687.6703468588,self_built,international,4
2024-07-26 03:32:20.856059,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,0.9863991752581172,0.0,0,746638.134890432,32809.99094803293,727712.9564112765,self_built,international,4
2024-07-26 09:32:20.856055,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,0.9925577963610461,0.0,0,746727.4841928842,33415.47204066069,734810.4431835732,self_built,international,4
2024-07-26 15:32:20.856051,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.042419056595287,0.0,0,732864.2123698975,33898.75196833157,741825.911913591,self_built,international,4
2024-07-26 21:32:20.856048,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.036029474123083,0.0,0,749851.530925276,33922.57995159122,740305.3068329964,self_built,international,4
2024-07-27 03:32:20.856044,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.0006392500872605,0.0,0,744292.078057661,34592.457807653416,705996.7855674783,self_built,international,4
2024-07-27 09:32:20.856041,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,0.9972355889555975,0.0,0,739076.8876926417,32169.08606506055,727129.2996017805,self_built,international,4
2024-07-27 15:32:20.856037,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.0324777893866306,0.0,0,727278.2418739342,33729.150102481595,743043.5205655769,self_built,international,4
2024-07-27 21:32:20.856034,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,0.9995163277206344,0.0,0,738470.3430628696,33114.442188009416,733038.761089036,self_built,international,4
2024-07-28 03:32:20.856030,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.0159716889876027,0.0,0,750563.4459634335,33295.89072506926,712961.883425498,self_built,international,4
2024-07-28 09:32:20.856027,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.0132131636047648,0.0,0,723280.6960886973,32959.07589645769,707314.8798366161,self_built,international,4
2024-07-28 15:32:20.856023,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.028949020276487,0.0,0,740630.747600567,32865.52910616993,721057.5640223667,self_built,international,4
2024-07-28 21:32:20.856020,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.0060764342788215,0.0,0,726765.4968410297,32936.91191943786,742098.3569191771,self_built,international,4
2024-07-29 03:32:20.856016,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.0125222339571969,0.0,0,738493.5694126895,33516.69909489256,748553.7111571751,self_built,international,4
2024-07-29 09:32:20.856013,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.028703403727039,0.0,0,742013.0229473178,32602.774946989834,739048.200930056,self_built,international,4
2024-07-29 15:32:20.856009,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,0.9948797609394546,0.0,0,741521.4719300995,33275.927517297765,714919.1084626159,self_built,international,4
2024-07-29 21:32:20.856005,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.0140280630147689,0.0,0,746655.6286420169,33196.11766447183,711488.791691152,self_built,international,4
2024-07-30 03:32:20.856002,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,0.9989019326505839,0.0,0,736753.4981568903,33345.38997393231,723445.0773427245,self_built,international,4
2024-07-30 09:32:20.855998,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.0042662452113336,0.0,0,738803.0693047504,33810.251732963414,739941.8468254249,self_built,international,4
2024-07-30 15:32:20.855995,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.0095475046151745,0.0,0,736685.1015101154,33820.52811992255,736353.4023121599,self_built,international,4
2024-07-30 21:32:20.855991,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.0174732565633129,0.0,0,740204.9803256924,32814.682500924944,734621.4985535434,self_built,international,4
2024-07-31 03:32:20.855988,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.0063726137128584,0.0,0,736811.1112188373,32593.84869363195,715789.7198592194,self_built,international,4
2024-07-31 09:32:20.855984,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.0017216185607536,0.0,0,748522.2391762384,33323.553610576724,735240.0348877157,self_built,international,4
2024-07-31 15:32:20.855980,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.001482016552321,0.0,0,734836.5477262306,33722.428592781725,733339.4871580598,self_built,international,4
2024-07-31 21:32:20.855977,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,0.9909754043301398,0.0,0,742604.1304351124,32551.338772694737,747489.2998798565,self_built,international,4
2024-08-01 03:32:20.855973,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.0346480015074524,0.0,0,746878.0484833224,33294.59382163314,755787.2264714107,self_built,international,4
2024-08-01 09:32:20.855969,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,0.9923576184698655,0.0,0,734066.3817609383,33312.83029886308,726449.9391872004,self_built,international,4
2024-08-01 15:32:20.855966,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,0.9951002262534946,0.0,0,741727.1561359814,33612.081186820724,743626.5765450965,self_built,international,4
2024-08-01 21:32:20.855962,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,0.9707887291052315,0.0,0,745983.5360391885,33248.77269448479,736604.9073768631,self_built,international,4
2024-08-02 03:32:20.855959,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,0.9870897215306829,0.0,0,756176.6081997465,33178.25142848912,720389.2622112593,self_built,international,4
2024-08-02 09:32:20.855955,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.0465980791346596,0.0,0,736444.8856589737,33011.49422002414,739921.7331391475,self_built,international,4
2024-08-02 15:32:20.855952,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.026380088854552,0.0,0,739787.6662198813,33549.201004095754,755565.5690675847,self_built,international,4
2024-08-02 21:32:20.855948,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,0.9966262925229152,0.0,0,746925.5195682007,32730.501097420896,753892.6423385754,self_built,international,4
2024-08-03 03:32:20.855944,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.0314868941066502,0.0,0,750362.0758153172,32168.36058774229,716747.6700212485,self_built,international,4
2024-08-03 09:32:20.855940,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,0.9861859940146378,0.0,0,748125.8188350712,32882.271695285715,720584.508822598,self_built,international,4
2024-08-03 15:32:20.855936,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.0067730853546186,0.0,0,741668.9176815314,33230.3207762687,722009.3186549105,self_built,international,4
2024-08-03 21:32:20.855933,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.0058474780965427,0.0,0,731105.2850760975,32914.99072291377,723394.0502924056,self_built,international,4
2024-08-04 03:32:20.855929,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.0624870018903108,0.0,0,743268.8998885502,34171.61734313986,720978.4941211565,self_built,international,4
2024-08-04 09:32:20.855926,0x0Ce6a5fF5217e38315f87032CF90686C96627CAA,eurs,1.0167923475824021,0.0,0,736806.8761938463,34008.330854107175,721757.0225272995,self_built,international,4
