timestamp,pool_address,pool_name,virtual_price,volume_24h,apy,total_supply,mim_balance,3crv_balance,source,pool_type,priority
2024-07-20 15:31:29.095161,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9576355174236656,472859.01131168695,0.04818182734561246,1906226.9236142908,956377.4974466531,980682.998591356,self_built,metapool,3
2024-07-20 21:31:29.095157,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9594655604559094,500536.6482373198,0.047439970964151375,1906429.0247614898,1008074.8575934569,969240.4912748242,self_built,metapool,3
2024-07-21 03:31:29.095153,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9585077848710084,465068.6111740855,0.04847232766386381,1935356.7678046324,963542.9717006598,985829.3461119322,self_built,metapool,3
2024-07-21 09:31:29.095149,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9518069714333196,491212.0797441748,0.047314251257166304,1930996.3024312076,940494.3560944926,963405.91009857,self_built,metapool,3
2024-07-21 15:31:29.095145,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9757431194997194,481911.8781182808,0.04936557509202711,1905068.3930757542,987090.8881215744,964525.0980379233,self_built,metapool,3
2024-07-21 21:31:29.095141,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9773495427152216,455961.3017315078,0.04878184826964193,1934085.4002062804,962282.4513931305,954171.3830022718,self_built,metapool,3
2024-07-22 03:31:29.095137,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9536046798330492,485657.8355612152,0.049236467895889306,1960055.4825877792,946689.4325825351,947053.8615084862,self_built,metapool,3
2024-07-22 09:31:29.095133,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9615581926165149,486088.7649010009,0.04890695789663332,1937556.788087413,966068.0138096063,941322.6300934587,self_built,metapool,3
2024-07-22 15:31:29.095129,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.984547814864743,502579.1496971083,0.0480854716535239,1904778.613691207,952459.3888330361,964342.4648580356,self_built,metapool,3
2024-07-22 21:31:29.095125,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9748116073226666,453271.71100333176,0.04946441194550151,1963627.341357564,931023.2878504937,966323.1049187953,self_built,metapool,3
2024-07-23 03:31:29.095116,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.967549395119086,535768.0284119241,0.048402085676104524,1912805.6708907462,949342.7207106875,987314.9505596694,self_built,metapool,3
2024-07-23 09:31:29.095112,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9890045247114057,476095.2415677318,0.04852501045114904,1913946.917140606,942235.4257266925,930633.2484596343,self_built,metapool,3
2024-07-23 15:31:29.095107,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9585093485384255,474294.08824580937,0.04735861737194115,1977012.6281538263,986007.3740111021,1002797.693252536,self_built,metapool,3
2024-07-23 21:31:29.095103,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9716219440135131,509499.66068310005,0.04915551798418379,1927517.300466817,949885.1123139185,940768.557633363,self_built,metapool,3
2024-07-24 03:31:29.095099,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9591633675043667,482400.3817296184,0.04767849787385853,1955790.827197171,994442.4905454628,979362.1369173342,self_built,metapool,3
2024-07-24 09:31:29.095094,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9687182411927103,499300.50130705675,0.04996103678426365,1947848.8417269588,974606.7839892759,972869.285966261,self_built,metapool,3
2024-07-24 15:31:29.095087,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9635827255856116,468832.5029401844,0.049462730108451744,1929109.3730155472,969780.0672525897,950683.1756143251,self_built,metapool,3
2024-07-24 21:31:29.095083,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9641578862379351,492481.39637809683,0.04858942564035086,1905774.4390375305,962871.075917683,977569.8709353752,self_built,metapool,3
2024-07-25 03:31:29.095079,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9530584314472037,495125.8606384203,0.049338007519021246,1941953.7611271706,984604.6736649761,938820.739103567,self_built,metapool,3
2024-07-25 09:31:29.095075,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9676125131928329,452469.4594331013,0.04832747811673598,1954778.6354858065,984521.1139646984,954732.6452730921,self_built,metapool,3
2024-07-25 15:31:29.095071,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9663315415429411,510751.7032199489,0.046970873698737634,1938168.8762334571,986991.3725122154,974174.4847631451,self_built,metapool,3
2024-07-25 21:31:29.095066,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9948144631557329,465655.7569040168,0.04850531737656645,1951366.1363571666,949164.2478480167,992376.0495332618,self_built,metapool,3
2024-07-26 03:31:29.095062,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9299839714201907,488839.9734456116,0.04837871225211455,1920743.7296716496,943455.8364754706,964142.7346089543,self_built,metapool,3
2024-07-26 09:31:29.095057,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.961164768957859,456436.1823122983,0.04850544442108613,1929460.8416092913,985992.8963590928,946998.860930157,self_built,metapool,3
2024-07-26 15:31:29.095053,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9512203869068147,479849.81103940087,0.048296566780834355,1910673.7451697928,963155.8555277676,987305.9500999426,self_built,metapool,3
2024-07-26 21:31:29.095049,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9571387474283424,500133.59982035664,0.049252392964946344,1919931.0922537972,954887.0422655935,953436.7960720487,self_built,metapool,3
2024-07-27 03:31:29.095044,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9434234236792389,492346.8501246206,0.04686535627574471,1938408.9632138684,937682.6910228829,935004.9499620167,self_built,metapool,3
2024-07-27 09:31:29.095040,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9767788261296596,499033.26797839475,0.04866281062278693,1907575.3209297229,974594.4729658753,961928.7698736307,self_built,metapool,3
2024-07-27 15:31:29.095036,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9542744414644755,516361.6005219858,0.04676132040158502,1901908.194715241,966877.1083593065,944912.0671242012,self_built,metapool,3
2024-07-27 21:31:29.095032,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9441290599685479,504241.047621458,0.04875221428412729,1920391.9959812935,926496.866022782,955856.5282103785,self_built,metapool,3
2024-07-28 03:31:29.095027,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.933550793883489,495236.36904556205,0.04953545048880655,1952573.7039637365,996438.2314495762,950423.7649986292,self_built,metapool,3
2024-07-28 09:31:29.095023,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9688748577381235,511028.809293585,0.0484801667617512,1916162.7048408391,952517.1201875396,990740.540979451,self_built,metapool,3
2024-07-28 15:31:29.095019,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9530465015738553,443832.6998300297,0.048648312956049176,1930842.3413527515,938226.1123716846,993533.462006375,self_built,metapool,3
2024-07-28 21:31:29.095015,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9884118318995616,515060.27269579563,0.04770364676665609,1917493.2063568537,962234.0070764113,967913.9810908741,self_built,metapool,3
2024-07-29 03:31:29.095010,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,1.0035684664360234,513262.9690773299,0.04913661063960276,1964773.5333478944,961347.4190695705,961268.2355026391,self_built,metapool,3
2024-07-29 09:31:29.095006,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9595337237320366,484615.5038044193,0.048345686477807355,1927467.9569807784,973580.2629096612,949224.1516013265,self_built,metapool,3
2024-07-29 15:31:29.095002,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9799598020042638,482190.87404783565,0.04912875167577709,1922949.9926256523,972106.7182543059,947406.429548094,self_built,metapool,3
2024-07-29 21:31:29.094997,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9582495859858273,517323.3084021963,0.04690400407950495,1896463.462340982,925726.5578324494,943890.3270397482,self_built,metapool,3
2024-07-30 03:31:29.094993,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9792988396661502,476503.6186162207,0.04813237627590864,1952964.2939505898,937554.0460799555,968679.4939499557,self_built,metapool,3
2024-07-30 09:31:29.094989,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9835336206552416,487927.4712408298,0.048436780124941625,1920950.8089936788,961865.5508916292,923601.9033695207,self_built,metapool,3
2024-07-30 15:31:29.094985,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9261647037029591,473177.2050641307,0.04731564292284136,1941472.4277681445,934684.8968793778,970525.5168723215,self_built,metapool,3
2024-07-30 21:31:29.094980,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9424811293999427,485255.09643962386,0.04835624139879721,1918368.1098478013,989939.6830917646,984095.2204731475,self_built,metapool,3
2024-07-31 03:31:29.094976,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9408428283012307,488248.09128945466,0.04887696648112426,1968521.4710911002,997690.4332238992,974462.2055641309,self_built,metapool,3
2024-07-31 09:31:29.094972,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9609811600824771,519234.5019185133,0.047430528671935514,1939890.9434981055,941136.7487928026,917376.3559914742,self_built,metapool,3
2024-07-31 15:31:29.094967,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9771253801609383,493453.9231997959,0.04957956751148358,1939665.9459772462,986522.7394274928,946325.2284134246,self_built,metapool,3
2024-07-31 21:31:29.094963,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9382855690982964,493195.2793318601,0.04723605495780618,1937596.5326396099,966593.4445897655,972584.5000965954,self_built,metapool,3
2024-08-01 03:31:29.094958,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.939179301435168,474167.9184456399,0.0488936956129686,1910793.8669993212,936204.5365746967,960445.0868111899,self_built,metapool,3
2024-08-01 09:31:29.094954,0x5a6A4D54456819C6Cd2fE4de20b59F4f5F3f9b2D,mim,0.9792409175831944,505097.07920340856,0.048384319233395985,1972670.2526131386,970625.8931593027,986168.2765897185,self_built,metapool,3
