timestamp,pool_address,pool_name,virtual_price,volume_24h,apy,total_supply,lusd_balance,3crv_balance,source,pool_type,priority
2024-07-20 15:31:14.562079,0xEd279fDD11cA84bEef15AF5D39BB4d4bEE23F0cA,lusd,1.037238505290039,0.0,0,11685356.317553269,4342590.400115846,7596679.435397067,self_built,metapool,2
2024-07-20 21:31:14.562076,0xEd279fDD11cA84bEef15AF5D39BB4d4bEE23F0cA,lusd,1.0794976655343167,0.0,0,11472586.727159755,4493166.635922728,7423093.263019518,self_built,metapool,2
2024-07-21 03:31:14.562072,0xEd279fDD11cA84bEef15AF5D39BB4d4bEE23F0cA,lusd,1.0340659435793715,0.0,0,11783105.16378741,4373475.660195136,7463394.145493147,self_built,metapool,2
2024-07-21 09:31:14.562069,0xEd279fDD11cA84bEef15AF5D39BB4d4bEE23F0cA,lusd,1.054698657089126,0.0,0,11632591.340252902,4590430.405867427,7353838.885483115,self_built,metapool,2
2024-07-21 15:31:14.562065,0xEd279fDD11cA84bEef15AF5D39BB4d4bEE23F0cA,lusd,1.0627989443412682,0.0,0,11512731.151087642,4309600.130234002,7633727.065264258,self_built,metapool,2
2024-07-21 21:31:14.562062,0xEd279fDD11cA84bEef15AF5D39BB4d4bEE23F0cA,lusd,1.1072836792172929,0.0,0,11849050.721998809,4551751.642679692,7296065.642064261,self_built,metapool,2
2024-07-22 03:31:14.562059,0xEd279fDD11cA84bEef15AF5D39BB4d4bEE23F0cA,lusd,1.0275498520770294,0.0,0,11548096.774804842,4400750.674464407,7746170.675066746,self_built,metapool,2
2024-07-22 09:31:14.562056,0xEd279fDD11cA84bEef15AF5D39BB4d4bEE23F0cA,lusd,1.0182017750136898,0.0,0,11608540.380180657,4423257.016178887,7623935.130628073,self_built,metapool,2
2024-07-22 15:31:14.562052,0xEd279fDD11cA84bEef15AF5D39BB4d4bEE23F0cA,lusd,1.0323575588159077,0.0,0,11556004.378449759,4374140.056513733,7567276.517649778,self_built,metapool,2
2024-07-22 21:31:14.562049,0xEd279fDD11cA84bEef15AF5D39BB4d4bEE23F0cA,lusd,1.0711091112139555,0.0,0,11571594.001929192,4616386.53404109,7501720.673827513,self_built,metapool,2
2024-07-23 03:31:14.562045,0xEd279fDD11cA84bEef15AF5D39BB4d4bEE23F0cA,lusd,1.0767997601484944,0.0,0,11601034.092868727,4186931.950279933,7259275.740771148,self_built,metapool,2
2024-07-23 09:31:14.562042,0xEd279fDD11cA84bEef15AF5D39BB4d4bEE23F0cA,lusd,1.000475236602015,0.0,0,11778220.727902865,4483967.930259434,7267043.92654659,self_built,metapool,2
2024-07-23 15:31:14.562038,0xEd279fDD11cA84bEef15AF5D39BB4d4bEE23F0cA,lusd,1.0242294885572039,0.0,0,11621999.782037938,4238924.538883445,7512616.623056874,self_built,metapool,2
2024-07-23 21:31:14.562035,0xEd279fDD11cA84bEef15AF5D39BB4d4bEE23F0cA,lusd,1.015304136272105,0.0,0,11392017.652625656,4324154.582078705,7476836.206297187,self_built,metapool,2
2024-07-24 03:31:14.562032,0xEd279fDD11cA84bEef15AF5D39BB4d4bEE23F0cA,lusd,1.007633579615051,0.0,0,11572035.439002376,4496366.929065945,7310730.1907265,self_built,metapool,2
2024-07-24 09:31:14.562028,0xEd279fDD11cA84bEef15AF5D39BB4d4bEE23F0cA,lusd,1.0275862590836518,0.0,0,11782060.596913341,4402416.295059473,7332690.860855613,self_built,metapool,2
2024-07-24 15:31:14.562023,0xEd279fDD11cA84bEef15AF5D39BB4d4bEE23F0cA,lusd,1.0505661764044103,0.0,0,11733552.800566263,4382143.349778925,7567308.94158511,self_built,metapool,2
2024-07-24 21:31:14.562019,0xEd279fDD11cA84bEef15AF5D39BB4d4bEE23F0cA,lusd,1.0311663263391029,0.0,0,11605068.367180128,4463842.207819387,7522433.08191477,self_built,metapool,2
2024-07-25 03:31:14.562016,0xEd279fDD11cA84bEef15AF5D39BB4d4bEE23F0cA,lusd,1.03170465908254,0.0,0,11754768.35520725,4471916.310910309,7301089.348104302,self_built,metapool,2
2024-07-25 09:31:14.562013,0xEd279fDD11cA84bEef15AF5D39BB4d4bEE23F0cA,lusd,1.0399674896407165,0.0,0,11621147.806483952,4366620.016546627,7373863.665184068,self_built,metapool,2
2024-07-25 15:31:14.562009,0xEd279fDD11cA84bEef15AF5D39BB4d4bEE23F0cA,lusd,1.033918106751135,0.0,0,11688118.903564028,4461031.02858873,7459181.859612542,self_built,metapool,2
