timestamp,pool_address,pool_name,virtual_price,volume_24h,apy,total_supply,link_balance,slink_balance,source,pool_type,priority
2024-07-20 15:32:40.465377,0xF178C0b5Bb7e7aBF4e12A4838C7b7c5bA2C623c0,link,1.0062871650693057,0.0,0,52269.959223993865,22225.62778081056,29665.51749775811,self_built,synthetic,4
2024-07-20 21:32:40.465374,0xF178C0b5Bb7e7aBF4e12A4838C7b7c5bA2C623c0,link,0.9984224886507702,0.0,0,51506.89613107285,22152.32926676783,30556.851382421366,self_built,synthetic,4
2024-07-21 03:32:40.465370,0xF178C0b5Bb7e7aBF4e12A4838C7b7c5bA2C623c0,link,0.9941610590182494,0.0,0,51870.64124598754,22534.914956631317,30034.19705303489,self_built,synthetic,4
2024-07-21 09:32:40.465367,0xF178C0b5Bb7e7aBF4e12A4838C7b7c5bA2C623c0,link,1.0376424827376172,0.0,0,52878.32050067662,21760.21820226059,29805.4928335319,self_built,synthetic,4
2024-07-21 15:32:40.465337,0xF178C0b5Bb7e7aBF4e12A4838C7b7c5bA2C623c0,link,0.9922471449323736,0.0,0,51666.09206903891,21694.40793492862,30252.143877094313,self_built,synthetic,4
2024-07-21 21:32:40.465334,0xF178C0b5Bb7e7aBF4e12A4838C7b7c5bA2C623c0,link,0.979046964512245,0.0,0,52445.57437871491,22873.79197342637,30809.215943802363,self_built,synthetic,4
2024-07-22 03:32:40.465330,0xF178C0b5Bb7e7aBF4e12A4838C7b7c5bA2C623c0,link,1.0206808626397157,0.0,0,52288.13972213841,22009.404209216078,30288.54600591419,self_built,synthetic,4
2024-07-22 09:32:40.465327,0xF178C0b5Bb7e7aBF4e12A4838C7b7c5bA2C623c0,link,1.0159047076531662,0.0,0,52601.75353208266,21934.821504397252,29706.899039919248,self_built,synthetic,4
2024-07-22 15:32:40.465323,0xF178C0b5Bb7e7aBF4e12A4838C7b7c5bA2C623c0,link,1.0093532108452248,0.0,0,51516.627775754,21755.95560180919,31521.80435052823,self_built,synthetic,4
2024-07-22 21:32:40.465319,0xF178C0b5Bb7e7aBF4e12A4838C7b7c5bA2C623c0,link,0.99787581445104,0.0,0,51643.057645750756,22006.45559674204,30941.77268614764,self_built,synthetic,4
