timestamp,pool_address,pool_name,virtual_price,volume_24h,apy,total_supply,adai_balance,asusd_balance,source,pool_type,priority
2024-07-20 15:32:42.716177,0xEB16Ae0052ed37f479f7fe63849198Df1765a733,susd,1.0983956869349587,0.0,0,135666.0304160894,110095.59218899597,45700.98541810109,self_built,stable_4pool,4
2024-07-20 21:32:42.716174,0xEB16Ae0052ed37f479f7fe63849198Df1765a733,susd,1.1593724494148478,0.0,0,134547.80221787677,113961.68940575447,46474.443359255776,self_built,stable_4pool,4
2024-07-21 03:32:42.716170,0xEB16Ae0052ed37f479f7fe63849198Df1765a733,susd,1.1922990158110305,0.0,0,136924.38882690904,111065.11603943663,46775.58403923008,self_built,stable_4pool,4
2024-07-21 09:32:42.716167,0xEB16Ae0052ed37f479f7fe63849198Df1765a733,susd,1.1645910115494482,0.0,0,134228.66463091882,110478.41454248659,46928.30919637716,self_built,stable_4pool,4
2024-07-21 15:32:42.716164,0xEB16Ae0052ed37f479f7fe63849198Df1765a733,susd,1.1348577661505261,0.0,0,136062.4352204814,110224.1760656935,46710.090027377555,self_built,stable_4pool,4
2024-07-21 21:32:42.716160,0xEB16Ae0052ed37f479f7fe63849198Df1765a733,susd,1.196796618160364,0.0,0,134968.34485033885,109214.28103632604,47064.937387396916,self_built,stable_4pool,4
2024-07-22 03:32:42.716157,0xEB16Ae0052ed37f479f7fe63849198Df1765a733,susd,1.200171235959263,0.0,0,135849.3549634789,111641.98380973746,45426.2105007129,self_built,stable_4pool,4
2024-07-22 09:32:42.716153,0xEB16Ae0052ed37f479f7fe63849198Df1765a733,susd,1.171601180039195,0.0,0,136786.6482649138,113687.19969747214,47035.76187712422,self_built,stable_4pool,4
2024-07-22 15:32:42.716150,0xEB16Ae0052ed37f479f7fe63849198Df1765a733,susd,1.14282606848926,0.0,0,133935.3944275075,110212.22800212701,46831.78954704344,self_built,stable_4pool,4
2024-07-22 21:32:42.716147,0xEB16Ae0052ed37f479f7fe63849198Df1765a733,susd,1.151130759048744,0.0,0,133767.97969690934,109691.05887578557,44723.294442401595,self_built,stable_4pool,4
