timestamp,pool_address,pool_name,virtual_price,volume_24h,apy,total_supply,obtc_balance,sbtccrv_balance,source,pool_type,priority
2024-07-20 15:32:00.405663,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,0.9875890741926948,0.0,0,1.5689776723804054,0.016900339972651186,1.6312334565590279,self_built,btc_metapool,4
2024-07-20 21:32:00.405658,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,0.9893787298965143,0.0,0,1.5960784280786464,0.016871400505016728,1.597835642369246,self_built,btc_metapool,4
2024-07-21 03:32:00.405654,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,0.9647419056136287,0.0,0,1.5608106030982507,0.017031448686871398,1.6402304860307522,self_built,btc_metapool,4
2024-07-21 09:32:00.405649,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,0.9754418749304037,0.0,0,1.557864264070308,0.016537954924730907,1.6310697477940512,self_built,btc_metapool,4
2024-07-21 15:32:00.405644,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,0.9874147381111459,0.0,0,1.581694170205632,0.017640258111016084,1.5751975251540076,self_built,btc_metapool,4
2024-07-21 21:32:00.405639,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,1.029299822719273,0.0,0,1.5674511972392449,0.016729102629137613,1.6340601331932476,self_built,btc_metapool,4
2024-07-22 03:32:00.405634,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,1.0372574642364814,0.0,0,1.5545440710820662,0.016399244070327817,1.624069045784111,self_built,btc_metapool,4
2024-07-22 09:32:00.405630,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,1.029292939748727,0.0,0,1.555173674152187,0.016837410073006435,1.590707366815799,self_built,btc_metapool,4
2024-07-22 15:32:00.405624,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,1.0229065581203947,0.0,0,1.5468857878671773,0.016891363628079446,1.5985495537299657,self_built,btc_metapool,4
2024-07-22 21:32:00.405620,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,1.0112342089043598,0.0,0,1.583298546825483,0.01674169438591617,1.6096045994013597,self_built,btc_metapool,4
2024-07-23 03:32:00.405615,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,0.9979263697695977,0.0,0,1.5683351682127835,0.016729539653992914,1.5942826699549404,self_built,btc_metapool,4
2024-07-23 09:32:00.405610,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,1.0100918948135975,0.0,0,1.5760079475777313,0.017345505030186555,1.657617763514167,self_built,btc_metapool,4
2024-07-23 15:32:00.405605,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,1.024097662820495,0.0,0,1.5658881020803648,0.016932728345480905,1.6417171451324046,self_built,btc_metapool,4
2024-07-23 21:32:00.405600,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,1.0118116545923874,0.0,0,1.577648261902355,0.01706298240932836,1.6549001148563167,self_built,btc_metapool,4
2024-07-24 03:32:00.405596,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,1.005595339314665,0.0,0,1.5627658108136615,0.016608884197575936,1.6184435343230599,self_built,btc_metapool,4
2024-07-24 09:32:00.405590,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,1.0194627637999456,0.0,0,1.5626444859911246,0.016477175384536736,1.6509503361539661,self_built,btc_metapool,4
2024-07-24 15:32:00.405583,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,0.985204291332024,0.0,0,1.570023996058555,0.01636836666603365,1.6962267148932573,self_built,btc_metapool,4
2024-07-24 21:32:00.405578,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,1.0161420674437611,0.0,0,1.5632694549078525,0.017195952198891293,1.6154840199619775,self_built,btc_metapool,4
2024-07-25 03:32:00.405573,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,1.012421669250245,0.0,0,1.54742931796101,0.017786182055404526,1.6247028287604968,self_built,btc_metapool,4
2024-07-25 09:32:00.405568,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,0.9903828565785773,0.0,0,1.5752924638680226,0.017134891914911327,1.61130275178076,self_built,btc_metapool,4
2024-07-25 15:32:00.405563,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,0.9938925507102511,0.0,0,1.5489702409916986,0.016911394649990932,1.6382754240608512,self_built,btc_metapool,4
2024-07-25 21:32:00.405558,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,0.9918995355701037,0.0,0,1.5769490097216636,0.017126636679909667,1.599626356845036,self_built,btc_metapool,4
2024-07-26 03:32:00.405554,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,1.0139934627178782,0.0,0,1.5318921729049169,0.017000623796909232,1.6199351021689994,self_built,btc_metapool,4
2024-07-26 09:32:00.405545,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,1.0258254915817056,0.0,0,1.5657914916313904,0.016417158990211032,1.6477454073405853,self_built,btc_metapool,4
2024-07-26 15:32:00.405540,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,0.964736495660274,0.0,0,1.584762374475152,0.017486897001892283,1.6995995978094098,self_built,btc_metapool,4
2024-07-26 21:32:00.405536,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,1.0464076662032558,0.0,0,1.5948043249168309,0.017889718876883266,1.6719220108975157,self_built,btc_metapool,4
2024-07-27 03:32:00.405531,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,1.0071185868217825,0.0,0,1.565924362355945,0.01668024201517344,1.593351841369924,self_built,btc_metapool,4
2024-07-27 09:32:00.405526,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,1.0297767757921041,0.0,0,1.5875771271305659,0.016911882843362636,1.65189647249591,self_built,btc_metapool,4
2024-07-27 15:32:00.405522,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,0.9987303307476897,0.0,0,1.5856859834169645,0.016473767452600104,1.6563582235576346,self_built,btc_metapool,4
2024-07-27 21:32:00.405517,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,1.0593524885162668,0.0,0,1.57735266744258,0.016591667305321644,1.621495173380758,self_built,btc_metapool,4
2024-07-28 03:32:00.405511,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,0.9948677475739056,0.0,0,1.585239216026526,0.017095067273247656,1.6566734694280763,self_built,btc_metapool,4
2024-07-28 09:32:00.405505,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,1.0269772638317778,0.0,0,1.5812567533734692,0.017355655631061524,1.624368972719013,self_built,btc_metapool,4
2024-07-28 15:32:00.405500,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,1.0009851437915498,0.0,0,1.5564807349664211,0.017203686450335383,1.6327608566466543,self_built,btc_metapool,4
2024-07-28 21:32:00.405495,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,1.0115877623988507,0.0,0,1.5578604113522638,0.0170650639321177,1.6176306517878276,self_built,btc_metapool,4
2024-07-29 03:32:00.405489,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,0.9951248791487438,0.0,0,1.5732232669829738,0.016486903276829064,1.619624733699924,self_built,btc_metapool,4
2024-07-29 09:32:00.405484,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,1.0079249960502632,0.0,0,1.568556092858102,0.016845274406552566,1.656070274621871,self_built,btc_metapool,4
2024-07-29 15:32:00.405478,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,1.0345941419776872,0.0,0,1.5873923232591092,0.017547823660200374,1.606540773346864,self_built,btc_metapool,4
2024-07-29 21:32:00.405473,0xd81dA8D904b52208541Bade1bD6595D8a251F8dd,obtc,1.0196443747441923,0.0,0,1.575923376123517,0.01671025436080884,1.679391692702747,self_built,btc_metapool,4
