timestamp,pool_address,pool_name,virtual_price,volume_24h,apy,total_supply,usdp_balance,3crv_balance,source,pool_type,priority
2024-07-20 15:32:35.193842,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,0.996335670132559,0.0,0,1438356.9303533207,1731182.869669668,7048.282211438964,self_built,metapool,4
2024-07-20 21:32:35.193836,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.0187807027731968,0.0,0,1443532.2490925908,1719250.2188365508,7246.13773428212,self_built,metapool,4
2024-07-21 03:32:35.193831,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.0296659301571127,0.0,0,1419683.45373446,1738986.6219387306,7203.305904140668,self_built,metapool,4
2024-07-21 09:32:35.193827,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.0155879219375714,0.0,0,1433977.4418674016,1757935.3945522772,6984.859455430661,self_built,metapool,4
2024-07-21 15:32:35.193822,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.0214652139032192,0.0,0,1423023.8312826403,1655364.5628762273,7201.023722727191,self_built,metapool,4
2024-07-21 21:32:35.193817,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,0.9961643435509854,0.0,0,1441179.3857932321,1764509.37702531,7120.41998482541,self_built,metapool,4
2024-07-22 03:32:35.193809,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.0001131184971013,0.0,0,1426522.0288217824,1785654.5845471157,6845.276780161902,self_built,metapool,4
2024-07-22 09:32:35.193803,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.0527081295620073,0.0,0,1411488.0941251926,1705109.8677230054,7072.517481557786,self_built,metapool,4
2024-07-22 15:32:35.193798,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.0026212748082823,0.0,0,1416156.3096541418,1731277.1366312718,7119.924679563776,self_built,metapool,4
2024-07-22 21:32:35.193793,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,0.9949988671184885,0.0,0,1425771.0976310915,1658231.1235959441,7249.304330945532,self_built,metapool,4
2024-07-23 03:32:35.193789,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,0.9739714217897124,0.0,0,1418938.0423542708,1706080.4525239505,7076.969637493841,self_built,metapool,4
2024-07-23 09:32:35.193783,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,0.9960138093080404,0.0,0,1437719.8398674286,1727291.2306516282,7295.193478348636,self_built,metapool,4
2024-07-23 15:32:35.193778,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,0.9959006349035836,0.0,0,1457840.1781383955,1771235.3447384692,7064.911413048129,self_built,metapool,4
2024-07-23 21:32:35.193773,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.0100148379788016,0.0,0,1447436.4563154941,1703626.9660911749,7233.822442035684,self_built,metapool,4
2024-07-24 03:32:35.193768,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.014881928594099,0.0,0,1435835.8354080855,1774401.34994445,7308.29063992368,self_built,metapool,4
2024-07-24 09:32:35.193763,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.0486353068146763,0.0,0,1433171.930756886,1708717.0461804464,7332.426360949028,self_built,metapool,4
2024-07-24 15:32:35.193756,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,0.9938663933708477,0.0,0,1425350.863966847,1794331.2263179063,7247.90566397544,self_built,metapool,4
2024-07-24 21:32:35.193751,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.0260676316152926,0.0,0,1449032.8296937912,1780101.7049133533,7303.946700545169,self_built,metapool,4
2024-07-25 03:32:35.193746,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.008813935423432,0.0,0,1447121.6952429023,1650338.1906801735,7426.389308596884,self_built,metapool,4
2024-07-25 09:32:35.193741,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.009600584127354,0.0,0,1407110.7537864235,1760397.6839945263,7058.461327466617,self_built,metapool,4
2024-07-25 15:32:35.193736,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.0242410565645483,0.0,0,1430712.532495075,1770535.1673517614,7118.679138461408,self_built,metapool,4
2024-07-25 21:32:35.193730,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.019129086281715,0.0,0,1426850.2164458872,1757656.549392919,7135.750685375366,self_built,metapool,4
2024-07-26 03:32:35.193725,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.048105930563752,0.0,0,1422080.945291629,1744183.3548720875,7153.332823424401,self_built,metapool,4
2024-07-26 09:32:35.193720,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.0153381493609483,0.0,0,1433637.5129109556,1769601.8289323444,7281.048083036719,self_built,metapool,4
2024-07-26 15:32:35.193715,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,0.9826028690164339,0.0,0,1446487.5639465563,1721068.9405359868,7251.165717229985,self_built,metapool,4
2024-07-26 21:32:35.193710,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.0389489082918173,0.0,0,1441063.90203993,1756688.8479088345,7144.866811535006,self_built,metapool,4
2024-07-27 03:32:35.193705,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.0059626472310985,0.0,0,1442632.2663744146,1740275.1135585683,7196.030560441712,self_built,metapool,4
2024-07-27 09:32:35.193700,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.0197899760880096,0.0,0,1425096.732972067,1714233.0419260222,7046.598473031832,self_built,metapool,4
2024-07-27 15:32:35.193695,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.0086091881164299,0.0,0,1434066.9900557264,1755330.6975801666,7200.768369004847,self_built,metapool,4
2024-07-27 21:32:35.193690,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.04699077369964,0.0,0,1424813.4259204583,1715720.8256717557,7116.139205836853,self_built,metapool,4
2024-07-28 03:32:35.193685,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.0376875243305022,0.0,0,1443407.734182412,1761697.7553907486,7028.692873404439,self_built,metapool,4
2024-07-28 09:32:35.193680,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,0.9921700667987917,0.0,0,1433097.7204244281,1688945.7572071992,7088.533265424097,self_built,metapool,4
2024-07-28 15:32:35.193675,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.0234276041273997,0.0,0,1406577.2809440787,1815966.1710524245,7299.555377138243,self_built,metapool,4
2024-07-28 21:32:35.193670,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.012124955751372,0.0,0,1450575.2801999492,1792133.722200517,7091.584846587101,self_built,metapool,4
2024-07-29 03:32:35.193665,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.0255602132121757,0.0,0,1418440.352103328,1761662.9761533632,7223.161405168567,self_built,metapool,4
2024-07-29 09:32:35.193660,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.039655949123363,0.0,0,1482444.8416656386,1753440.131581434,7294.84762237991,self_built,metapool,4
2024-07-29 15:32:35.193655,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.0082308595284128,0.0,0,1408561.898409716,1736863.395854157,7026.426150266295,self_built,metapool,4
2024-07-29 21:32:35.193650,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.0138307660427308,0.0,0,1444780.2173206082,1800805.9899511242,7062.967624879663,self_built,metapool,4
2024-07-30 03:32:35.193645,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.037605033739225,0.0,0,1464208.4632337354,1692670.1340297295,6969.0539115233505,self_built,metapool,4
2024-07-30 09:32:35.193640,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.0456501597747059,0.0,0,1452041.886683604,1747421.4525401215,7159.751927266051,self_built,metapool,4
2024-07-30 15:32:35.193635,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,0.994887224151916,0.0,0,1434737.311835182,1706742.6302561301,7120.348062089068,self_built,metapool,4
2024-07-30 21:32:35.193629,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.0257002720293529,0.0,0,1420771.1187662492,1803499.619567397,7319.949854802861,self_built,metapool,4
2024-07-31 03:32:35.193624,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,0.9864767508178587,0.0,0,1440956.6959499063,1821307.0868293731,7153.939699169843,self_built,metapool,4
2024-07-31 09:32:35.193619,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.017487888385299,0.0,0,1429817.4815617981,1754265.4740315888,7100.384849883496,self_built,metapool,4
2024-07-31 15:32:35.193614,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,0.9924939616529745,0.0,0,1412151.0803271872,1818302.8078609288,7313.199067920719,self_built,metapool,4
2024-07-31 21:32:35.193610,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,0.9876818820083109,0.0,0,1451614.1474596215,1680655.1795050325,7306.202859332501,self_built,metapool,4
2024-08-01 03:32:35.193604,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.0090946023413254,0.0,0,1431490.110877822,1791641.2143780768,7060.248215684268,self_built,metapool,4
2024-08-01 09:32:35.193599,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.0281865331788314,0.0,0,1430973.22064901,1742288.9227044957,7025.90479141404,self_built,metapool,4
2024-08-01 15:32:35.193594,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.0325216848521903,0.0,0,1460364.9013578468,1755363.9810928218,7052.361298937641,self_built,metapool,4
2024-08-01 21:32:35.193589,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.0383540122265038,0.0,0,1459315.4609000443,1818716.436202718,7117.1669178435,self_built,metapool,4
2024-08-02 03:32:35.193584,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.0288017103134093,0.0,0,1481142.4969441625,1731046.391584398,7039.941015775471,self_built,metapool,4
2024-08-02 09:32:35.193580,0x42d7025938bEc20B69cBae5A77421082407f053A,usdp,1.023364629311017,0.0,0,1442350.022550215,1737961.5503083938,7043.143238691487,self_built,metapool,4
