timestamp,pool_address,pool_name,virtual_price,volume_24h,apy,total_supply,renbtc_balance,wbtc_balance,sbtc_balance,source,pool_type,priority
2024-07-20 15:31:44.455762,0x7fC77b5c7614E1533320Ea6DDc2Eb61fa00A9714,sbtc,1.0520589084138765,0.0,0,135.81140300405767,21.594856318372237,1.683656058442552,125.21193066076208,self_built,btc_pool,3
2024-07-20 21:31:44.455757,0x7fC77b5c7614E1533320Ea6DDc2Eb61fa00A9714,sbtc,1.012897512442108,0.0,0,135.9681205951942,22.309767824004165,1.6275072409111901,122.86017461347478,self_built,btc_pool,3
2024-07-21 03:31:44.455748,0x7fC77b5c7614E1533320Ea6DDc2Eb61fa00A9714,sbtc,1.0022375863046387,0.0,0,137.62112771232282,21.441070957519592,1.6819570088000109,125.27398371914443,self_built,btc_pool,3
2024-07-21 09:31:44.455744,0x7fC77b5c7614E1533320Ea6DDc2Eb61fa00A9714,sbtc,1.0237207154456245,0.0,0,134.25248930545604,22.12515200236391,1.6687861417088132,127.7661625395974,self_built,btc_pool,3
2024-07-21 15:31:44.455739,0x7fC77b5c7614E1533320Ea6DDc2Eb61fa00A9714,sbtc,1.0008110075574965,0.0,0,136.0821304919268,21.71344023081706,1.7113218782097117,125.7099893985323,self_built,btc_pool,3
2024-07-21 21:31:44.455734,0x7fC77b5c7614E1533320Ea6DDc2Eb61fa00A9714,sbtc,0.9895447872245492,0.0,0,134.8445956084596,21.23432995833525,1.6710293244739107,127.39342989018854,self_built,btc_pool,3
2024-07-22 03:31:44.455728,0x7fC77b5c7614E1533320Ea6DDc2Eb61fa00A9714,sbtc,1.013870419941791,0.0,0,135.80198061928112,21.586808599904778,1.725286803503464,130.65800572764306,self_built,btc_pool,3
2024-07-22 09:31:44.455723,0x7fC77b5c7614E1533320Ea6DDc2Eb61fa00A9714,sbtc,1.049314395582879,0.0,0,134.4603944262057,22.602140146515367,1.675345487648214,124.78906918451736,self_built,btc_pool,3
2024-07-22 15:31:44.455718,0x7fC77b5c7614E1533320Ea6DDc2Eb61fa00A9714,sbtc,0.9947341222539122,0.0,0,134.87306072150588,21.208193050575183,1.6425902671663763,123.22437166277527,self_built,btc_pool,3
2024-07-22 21:31:44.455713,0x7fC77b5c7614E1533320Ea6DDc2Eb61fa00A9714,sbtc,1.000983808653147,0.0,0,134.61733265763257,22.416911741143004,1.6235082514544426,125.71440798177721,self_built,btc_pool,3
2024-07-23 03:31:44.455708,0x7fC77b5c7614E1533320Ea6DDc2Eb61fa00A9714,sbtc,1.0367290411178698,0.0,0,134.40018145678616,22.241288125682566,1.6153160437533791,122.02594372701857,self_built,btc_pool,3
2024-07-23 09:31:44.455704,0x7fC77b5c7614E1533320Ea6DDc2Eb61fa00A9714,sbtc,1.011589366589821,0.0,0,136.80067928387462,21.847376699016,1.6074236546418932,125.0084753524504,self_built,btc_pool,3
2024-07-23 15:31:44.455699,0x7fC77b5c7614E1533320Ea6DDc2Eb61fa00A9714,sbtc,1.0302861926787568,0.0,0,136.83565872222604,21.73898212480435,1.7202627288772463,123.02902831973343,self_built,btc_pool,3
